id	text	majortopic
5121	Europe finds London has a heart of gold	0
5122	CIA must give its Diana file to Al Fayed	2
5123	Police to have ethnic quota system	2
5124	Brown in black	1
5125	Fleecy hat replaces wig - Trial	2
5126	Lawrence family set to sue police force for damages	2
5127	Showman Brown's 22p shock - Budget	1
5128	Hot praise - Budget	1
5129	Boy doing his homework in class casts a cloud over the prizegiving - Budget Sketch	1
5130	Budget at a glance	1
5131	Who wins, who loses? - Budget	1
5132	Europe seeks new President	0
5133	Jail fails to snooker title bid	2
5134	US scores victory in banana battle	0
5135	America unlikely to change gun laws	0
5136	25 killed in school massacre - Murder	2
5137	Murder in the woods - In brief	2
5138	Dando police scorn hitman theory - Murder	2
5139	BskyB chief on the move - In brief	0
5140	Space-mad Welshman books Mir fantasy trip	0
5141	McAleese intruder arrested - In brief	2
5142	Fears of huge caseload delay human rights law	2
5143	Cheers as GP is cleared of murdering patient - Trial	2
5144	Crimewatch star in appeal for information on her own death	2
5145	Khrushchev's son to become a US citizen	0
5146	Yet another indignity for Aitken	2
5147	Hague to 'veto' Dyke's bid for BBC job	0
5148	Women set for London Euro victories	1
5149	The final humiliation	2
5150	Protests at death sentence	2
5151	Gold price slumps	1
5152	Iran protest warning - Inside	0
5153	Ashcroft's Belize 'mugging	0
5154	Protest peer is held in jail	2
5155	Britain at a standstill as darkness falls - Eclipse	0
5156	The outlook - Eclipse	0
5157	Scottish tip" earns Italian ire for Blair	0
5158	Plutonium spacecraft - Inside	0
5159	British worker killed in Nigeria	0
5160	Moscow bomb blast injures 29	0
5161	Murder on Majorca	2
5162	Blair cashes in on strong economy	1
5163	Foreign police chief to lead RUC reforms	2
5164	Rupert Murdoch speaks to Vanity Fair on marriage, power, health and privacy	0
5165	Radio borders on rude for some	0
5166	Euro group split by bid to lure Blair	0
5167	Heroin overdose kills government minister's son	2
5168	Minister's son dies of drug overdose	2
5169	Germans refuse to pay Foster	0
5170	Best friend tells of last moments with Vicky - Murder	2
5171	African driver may be charged - South African Coach Crash	0
5172	President Maskhadov of Chechnya - The rest of the day's news in brief	0
5173	BBCl - The rest of the day's news in brief	0
5174	Interface	0
5175	Web chief's phone plea - Inside	0
5176	President Jiang Zemin began China's first state visit to Britain	0
5177	Keep in touch: give a dog a phone	0
5178	High Court declares 'Lucky' Lucan dead	2
5179	Bob Carr	0
5180	National network of Internet connections - Campaign	0
5181	Straw carpets prisons chief	2
5182	Scots Tories' cannabis call	2
5183	Our young mothers are getting older every day	2
5184	Thatcher denies Berlin snub	0
5185	Gary Glitter accused	2
5186	Lawrence lawyer in intrusion row	2
5187	Brown dips into war chest for free TV licences - Pre-budget report	0
5188	Apology for Mugabe	0
5189	Solicitor found guilty of killing babies	2
5190	Vodafone	0
5191	Violence flares at Euston demo	2
5192	All-in packages to cut the cost of Web surfing - Free the Net campaign	0
5193	Britain rebukes Russian envoy	0
5194	Police divers planning a new search of Loch Lomond	2
5195	Marriage still best way to bring up children	2
5196	Radio watchdog tracks down on 'laddism	0
5197	Yard jobs saved	2
5198	Libel verdict destroys Hamilton	2
5199	Warrant in loch murder case	2
5200	Police investigate - Inside	2
5201	Helmut Kohl - Inside	0
5202	Support for euro hits a new low	0
5203	Anti-drugs co-ordinator warning - Inside	2
5204	Reject false glamour of drugs, says Dewar	2
5205	British Telecom - Inside	0
5206	Peake murder suspect held	2
5207	Pinochet to be released	2
5208	Blair at bay after leap in violent crime	2
5209	Pressure grows on Dyke to sell TV shares	0
5210	Putin sets out reform credentials	0
5211	European dream justified slush funds, say Craxi heirs	0
5212	Big defeat for Bush in Primary	0
5213	Haider heads for power in Austria	0
5214	EC asked to rule on Scots fees deal	0
5215	Prince leads boycott of Austria	0
5216	Hostages jump out of hijack jet cockpit - Hijack	0
5217	Zimbabwe reject draft constitution	0
5218	Brown aims to halve Web costs	0
5219	Colombian drugs trafficker murder	2
5220	Youngsters in care still at risk, says abuse report	2
5221	The Prince of Wales in Trindad	0
5222	President Mugabe - Inside	0
5223	Inside	2
5224	Cheaper Net calls - Inside	0
5225	BBC castaway is cast aside after disputes	0
5226	Gore and Bush go for the biggest prize	0
5227	Tale of five little cloned pigs	0
5228	Today in your new-look Newspaper of the Year	0
5229	Players charged	2
5230	Software tycoon loses $6 billion in one day	0
5231	Main points at a glance - Budget	1
5232	Brown's Operation Voter - Budget	1
5233	Boost for Highlands and islands as air fare tax goes - Budget 2000	1
5234	Police veto soft line on cannabis smokers	2
5235	Rape trial ordeal - Inside	2
5236	Bail right for serial killers - Inside	2
5237	Knife found in Lawrence case - Inside	2
5238	Clinton threat - Inside	0
5239	Putin row - Inside	0
5240	Euro warning - Inside	0
5241	How seven women founded Europe	0
5242	Cracks in Mugabe regime	0
5243	A widow's tears for Zimbabwe	0
5244	Alarm at computer map of directors' lives	0
5245	Euro slump - Inside	0
5246	Fair exchange - Inside	0
5247	Police under fire over failure to protect Cenotaph	2
5248	Life in space - Inside	0
5249	Doolittle takes over from too little BBC sport	0
5250	Porn laws - Inside	2
5251	Fan stabbed - Football	2
5252	Cabinet falls out over sterling	1
5253	Guns pledge - Inside	2
5254	Vodafone threat - Inside	0
5255	Kirsty Young finding out what she is made of - Schroder's Medical Discovery Fund	0
5256	Law chief gives Hindley new hope of release	2
5257	Sheriff's claim - Inside	2
5258	Tycoon to back Tory euro fight	0
5259	Track champion outpaced thug who did a runner	2
5260	Witness change - Inside	2
5261	Mallon cleared	2
5262	Village post chief stabs raider to death	2
5263	Farms still under threat as Mugabe seeks unity	0
5264	Clash looms on two-tier EU	0
5265	A mother's look that says spare my child - Missing person	2
5266	Online judges must not surf far from the dock	2
5267	Brown will not budge on euro	1
5268	Brown woos voters with Pounds 43bn spree	1
5269	Inside	2
5270	Stagecoach executive arrested	2
5271	Rate rise fear - Inside	1
5272	Revolt over U-turn on tax	1
5273	Low incomes	1
5274	Scots death bus driver is charged	2
5275	Coach driver is charged	2
5276	Huckleberry Al - Inside	0
5277	Mad Dog' Adair back in jail	2
5278	Net climbdown - Inside	0
5279	Putin strives to placate an angry nation	0
5280	Hague finally buries his tax guarantee	1
5281	Sally Army breaks ranks on marriage	2
5282	Enigma thief's code baffles detectives	2
5283	Murder police hunt for duchess's ex-aide	2
5284	Nun awaits sentence for cruelty to children	2
5285	Archer trial may clash with election	2
5286	Tories will fine all pot smokers	2
5287	Bosses given right to spy on e-mails	0
5288	Cook's Middle East mission - Inside	0
5289	Couple cleared - Inside	2
5290	Governor killed - Inside	2
5291	Life in space	0
5292	Jealous husband fined for obscene text message	2
5293	Bush and Gore slug it out - American Presidential election	0
5294	Flying Squad foils pounds 350 million Dome diamond heist - Dome raid	2
5295	Hillary is first First Lady to win office	0
5296	Bush scents victory after vote ruling - USA Presidential elections	0
5297	Wife of George Harrison tells of attack terror	2
5298	Sheridan faces jail - Inside	2
5299	North-South divide growing	1
5300	3am ruling swings the pendulum back to Gore - USA Presidential elections	0
5301	Secret mission - Inside	0
5302	Bullied boy, 10, left to bleed to death	2
5303	Times wins again	0
5304	Israel's spring election	0
5305	Family demand murder case inquiry	2
5306	Sir Eddie happy to let inflation take its course	1
5307	Scent of a Bush victory sends US shares soaring	0
5308	New law fails to curb knife fashion	2
5309	Secret plan for EU 'superstate	0
5310	Manager cleared	2
5311	Times appeal - Inside	0
5312	Clinton urges Ulster to keep the faith	0
5313	US still waits - Inside	0
5314	Super-regulator to police the media	0
5315	Treasury eyes Pounds 10bn flights auction windfall	1
5316	Chhokar plea - Inside	2
5317	Fireball fear for Mir return - Inside	0
5318	Battle royal for TV viewers - Inside	0
5319	Seven shot in Internet office massacre	2
5320	Moongazers delighted to see red.	0
5321	President Kabila shot dead by his bodyguard.	0
5322	Net couple gag, Inside.	2
5323	New SE chief, Inside.	0
5324	Gruesome toll of Tiddles, natural born killer.	2
5325	Love triangle mother faces death penalty.	2
5326	Dark horse wins london envoy race.	0
5327	Outrage at 'lenient' jail terms for Internet child porn gang.	2
5328	Tory tax cut for married parents.	1
5329	Dando suspect: first picture.	2
5330	Jack Straw says lawyers fail to fulfill social duty.	2
5331	Budget warning.	1
5332	First star of the Internet goes to ground.	0
5333	Mystery theft from spy author.	2
5334	Web scam.	0
5335	Body found, Inside.	2
5336	China trial fear for US aircrew.	0
5337	England to get eight regional chambers.	2
5338	Euthanasia made legal in Holland.	2
5339	Caroline suspect, Inside.	2
5340	Child protection, Inside.	2
5341	Woman who died for Pounds 20 had tackled thieves before.	2
5342	First cyborg is looking just a little down at eel.	0
5343	Motorola to pay Pounds 16.5m for job cuts.	0
5344	Straw eyes anti-Mafia law to pin down 'untouchables'.	2
5345	Rain rescues capitalism from spike-haired horde.	2
5346	Zones of tolerance", Inside.	2
5347	Jill Dando, Inside.	2
5348	New species of dinosaur, Inside.	0
5349	Claire Marsh, Inside.	2
5350	Fed rate cut, Inside.	1
5351	Marriage lines, Inside.	2
5352	Labour rejects tax autonomy, General Election 2001.	1
5353	Officers cleared.	2
5354	Bush in Madrid, Inside.	0
5355	QCs wilt before Archer's woman of steel.	2
5356	Firecracker stops play.	2
5357	Four teenagers charged with Damilola murder.	2
5358	Police chief quits, Inside.	2
5359	Girl lost on school trip.	2
5360	Unrest in Jamaica, Inside.	0
5361	Times award, Inside.	0
5362	Tax threat to house price winners.	1
5363	Rate cut call as job losses deepen gloom.	1
5364	Bush in Kosovo, Inside.	0
5365	Taxman gives benefit of the doubt to players, Football.	1
5366	Archer cannot be trusted in an open prison.	2
5367	Childminder faces murder charge, Inside.	2
5368	Minder charged with baby murder.	2
5369	Taxing tactics, Inside.	1
5370	Killer detained, Inside.	2
5371	Dollar tumbles, Inside.	1
5372	Fed lowers rate, Inside.	1
5373	Hamiltons clear.	2
5374	Riots after boy killed in Belfast.	2
5375	Marconi move, Inside.	0
5376	Midnight justice for thugs next year.	2
5377	Gecas trial move, Inside.	2
5378	War comes to America, Terror in America.	0
5379	Muslim leader faces police inquiry over 'death threat', Terror in America.	0
5380	Israel withdrawal lifts Bush's hopes of wooing Arabs, Terror in America.	0
5381	Suicide attacker met Iraqi chief of intelligence, Terror in America.	0
5382	No refuge for Islamic terrorists, Terror in America.	0
5383	Eleven hijackers had British connection, Terror in America.	0
5384	Royle prepares for court battle with City, Football.	2
5385	Hijacker who shunned women to the end, War on terror.	0
5386	War on Terror, Inside.	0
5387	We're ready to strike again, says al-Qaeda, War on Terror.	0
5388	Manhunt from the skies, War on Terror.	0
5389	Gunships step up onslaught, War on terror.	0
5390	America paralysed by 2,300 anthrax scares.	0
5391	Tax rise mooted.	1
5392	Conran son fails to appear on sex charge.	2
5393	Cannabis smokers will not be arrested.	2
5394	Hoon hesitates to send Marine task force, War on terror.	0
5395	My journey to the stronghold of the Taleban, War on terror.	0
5396	Damascus asked to control banned terrorist groups, War on terror.	0
5397	Rate cut lifts stocks to September 10 level.	1
5398	America turns up the heat, Terror in America.	0
5399	Iran bends the rules for Irish women fans.	0
5400	Kabul's nervous celebration, War on terror.	0
5401	Blair wants UN to fill vacuum left by fleeing Taleban, War on terror.	0
5402	Bin Laden's 'European ambassador' in London, War on terror.	0
5403	Britain forecast to buck world recession.	1
5404	Soft on Ecstasy, Inside.	2
5405	Spies lead US bombers to strike at Mullah Omar, War on Terror.	0
5406	Chinese nugget beats greedy big Mac.	0
5407	Only a less des res would pay off for Brown, Autumn Budget.	1
5408	Arafat left a prisoner in his own office.	0
5409	Tribal troops mass to attack bin Laden, War on Terror.	0
5410	B52s break bin Laden's men, War on Terror.	0
5411	Bush vows to devastate countries that aid terror, War on Terror.	0
5412	US cuts interest rates again, Inside.	1
5413	NEC shutdown shocks workers, Inside.	0
5414	Rumsfeld says terrorists may strike London next.	0
5415	Banking strikes threaten euro's big day.	0
5416	Blair's new African quest.	0
5417	SPL chiefs agree to dedicate TV channel, Football.	0
5418	Depressed mother leaps to death with two young children.	2
5419	Real life begins at last for Stephen Downing.	2
5420	Our industry needs euro, says Hewitt.	0
5421	Three years for mobile muggers' first offence.	2
5422	Murder trial five freed as judge condemns police bugging abuse.	2
5423	America serves notice on Iraqi leaders.	0
5424	Blair's quest to defuse Africa terror time bomb.	0
5425	Are science elite just too elitist?	0
5426	German let-off signals trouble for euro.	0
5427	Hijack suspect freed on bail.	0
5428	Lawyer banned for racist 'servant and master' game.	2
5429	Hain says enemies of euro are the enemies of Europe.	0
5430	Bush risks trade war over steel tariff.	0
5431	Action stations in search for Milly.	2
5432	Green activist shoots 8 dead in Paris.	0
5433	Presenters revolt over BBC's black tie rule.	0
5434	Chirac vows to destroy Le Pen to save 'France's soul'.	0
5435	Milly police find body in river.	2
5436	Media shake-up heralds global auction.	0
5437	The Times named national newspaper of the year.	0
5438	Blunkett rejects Ecstasy reforms.	2
5439	Gratitude, respect and pride', Golden Jubilee.	2
5440	Diet link to crime, In brief.	2
5441	Blair faces rift with Bush on Middle East.	0
5442	Britain doubles aid for Africa.	0
5443	Blair 'nationalises' police over muggings.	2
5444	MSPs call for prisons chief to resign.	2
5445	Spidergram to check on police forces.	2
5446	Suspects' win hits terror crackdown.	0
5447	Beckham plea to lost girls.	2
5448	Police to dig for Holly and Jessica.	2
5449	Keane may face criminal inquiry over tackle.	2
5450	Prague battles to save treasures.	1
5451	Sniffer dogs unleashed on illegal meat imports.	2
5452	Couple charged over girls' murder.	2
5453	Attenborough tells BBC to become serious again.	0
5454	Egypt leads Arab revolt against US.	0
5455	It's August, and big cats are on the prowl.	0
5456	Three strikes' rule for cannabis smokers.	2
5457	Terror stalks America again.	0
5458	Man who stabbed burglar guilty of manslaughter.	2
5459	In memoriam, September 11, 2002.	0
5460	Lesson in bravery.	2
5461	Saddam offer tests fragile alliance.	0
5462	Blair warns that April tax rises may not be enough.	1
5463	BBC stages its own cultural revolution.	0
5464	The building blocks of our economy.	1
5465	BBC Scotland biased against us, say Nationalists.	0
5466	Victims of the Bali bombing.	0
5467	Sniper's victim No 13: The bus driver.	0
5468	Blair vows to stamp on 'Scargillite' firefighters.	2
5469	Behold the front page: Times is Turner favourite.	0
5470	US fraud watchdog quits.	0
5471	Bin Laden' hails Bali bomb.	0
5472	Terror alert over firefighters' strike.	2
5473	Fire strikers accused of sabotage.	2
5474	Rape law reform restricts 'consent'.	2
5475	Firefighters warned 10,000 jobs could go.	2
5476	Bank chief backs Brown over borrowing.	1
5477	Old flames offered online to kindle new romances.	0
5478	Terror gang in poison gas plot arrested.	0
5479	BBC sees new year in without a bong.	0
5480	Blair sees grim task ahead but Bush is upbeat.	0
5481	Terror raid on poison factory.	0
5482	Mother is charged after girl's body found in canal.	2
5483	Policeman murdered in ricin raid.	2
5484	Two are cleared in Scots murder trial.	2
5485	Saddam is on the ropes, say US and Britain.	0
5486	All eyes turn towards Baghdad.	0
5487	Police quiz ricin plot 'banker' as experts search fabric of mosque.	2
5488	The Barmy Army deserts Zimbabwe.	0
5489	Sharon triumphs: now he needs allies.	0
5490	Scots could be spared laws to beat fire strike.	2
5491	Will the real Saddam answer the question.	0
5492	Bin Laden plea for suicide attacks.	0
5493	Emergency deal to build new jails as police cells overflow.	2
5494	War jitters hit economic confidence.	1
5495	Latest tax rise won't aid public services, say voters.	1
5496	Brown gambles on recovery after war.	1
5497	Cruise hijacker held in Baghdad.	0
5498	Blair moves to soften blow of euro 'no'.	0
5499	Blair asks Arafat to give way.	0
5500	Jail murderers for longer, judges ordered.	2
5501	Al-Qaeda opens new offensive against the West.	0
5502	Embassies shut after triple alert on al-Qaeda bombs.	0
5503	Scot is charged with boy's murder, In brief.	2
5504	Stop settlements now, Bush tells Israel.	0
5505	Bush fury at Israeli attack on Hamas chief.	0
5506	Berlusconi defends Italy's role.	0
5507	Family find body of murdered girl near her home.	2
5508	Doorway to slavery leads to a new era in Africa.	0
5509	Scottish boy, 2, shot daed in cafe gun battle.	2
5510	Don't let someone else's baby be taken, pleads Jodi's family.	2
5511	Europe must go for growth urges US Treasury chief.	0
5512	Triple police killer fights secrecy in quest for freedom.	2
5513	Public in buoyant economic mood.	1
5514	Prisons crisis as foreign inmates soar.	2
5515	BBC admits Iraq scoop was flawed, Hutton Inquiry.	0
5516	Row over Gilligan.	0
5517	Jerusalem bus blast kills 20 worshippers.	0
5518	Alastair Campbell under fire in Court 73.	2
5519	Mars as you have never seen it before.	0
5520	McConnell lambasts 'self-serving' legal system.	2
5521	Neo-Nazi' arrested over Swedish minister's murder.	2
5522	Partners in the war on crime, Interview.	2
5523	Justice for HIV man who sentenced lovers to death.	2
5524	Get off my stage, IDS tells his attackers.	2
5525	French and Irish detain seven terror suspects	0
5526	Morgue assault - In brief	2
5527	Boy, 14, stabbed to death at school	2
5528	Firefighters strike over pay delay	2
5529	Legal pay gap - In brief	2
5530	Al-Qaeda poses terrorist threat to Bush visit	0
5531	'And the bodies therefore... were found here	2
5532	Licence fee rise - In brief	0
5533	'Rape flat' body - In brief	2
5534	HIV assault case - In brief	2
5535	Scots judge bans newspaper from printing Charles story	2
5536	Briton, 19, held in Thai drugs swoop - In brief	0
5537	Anger at fine for puppy trafficker - In brief	2
5538	Bonfire arrests - In brief	2
5539	President strolls into Fortress Britain	0
5540	Leeds footballer Morris is charged with rape	2
5541	Curate goes to court over 'late abortion on aesthetic grounds	2
5542	Skydive questions - In brief	2
5543	Privacy appeal - In brief	2
5544	'Climb-down' generation puts family before fortune	2
5545	Tory leader in talks to keep Telegraph on side	0
5546	Blunkett defends remarks on suspect	2
5547	Flashes of temper as Huntley admits Jessica's struggle for life	2
5548	Thieves steal British war grave headstones 'for garden ornaments	2
5549	Syria told it must do more to halt "misguided volunteers	0
5550	Police hold 14 in race to find suicide bombers	0
5551	Blair puts his job on the line for top-up fees	0
5552	Mugabe risks losing his title of knight	0
5553	Taxes are too high, most voters think	1
5554	Child porn plan	2
5555	Policeman jailed	2
5556	Watchdog criticises erratic quality of ITV news	0
5557	Is there life on Mars? Don't bet against it	0
5558	New recruits to sign pledge	2
5559	3,000 force to police London at new year	2
5560	Victim dies	2
5561	Psychology courses fail to reform criminals	2
5562	Officer quits	2
5563	Police delay	2
5564	Stardust may cast light on origins of life	0
5565	Parents' advice	2
5566	Baby in car couple face US jail	2
5567	Ulster model for investigation - The police	2
5568	Airport car thief crushes driver to death	2
5569	Royal fury at Diana inquiry	2
5570	Baby in stolen car found safe	2
5571	Vehicle crimes increasingly violent	2
5572	Liddell may pip Mandelson to Euro Commissioner post	0
5573	Chef who cut finger on avocado sues for Pounds 25,000	2
5574	Shipman's final plea to see wife	2
5575	The last hours: his phone call was monitored but all seemed normal - Harold Shipman	2
5576	Arrogant enigma takes secrets to the grave - Harold Shipman	2
5577	I have made the world safer, says Bush	0
5578	High-life PA 'stole millions' from top bankers' private accounts - and they didn't even notice	2
5579	Sentence appeal	2
5580	New laws will shut crack houses	2
5581	Shooting 'closed	2
5582	Girl loses prison plea	2
5583	Assault claim is not true, says Hawking	2
5584	Police 'exaggerating cost of Scots reforms	2
5585	Naughty boy at 5 and a criminal at 10	2
5586	The moment a blazing man leapt from bridge	2
5587	BBC accused in Hutton leak	0
5588	Ricin sent to Senate	0
5589	Carolina backs Kerry rival	0
5590	BBC says sorry for garden gaffe as listener plants cannabis question	0
5591	Diners robbed	2
5592	Radio satire cut	0
5593	French fear losing English who pop over	0
5594	Low fares tempt Britons to buy abroad	0
5595	Scots 'boot camp' forced to close after funds are cut	2
5596	Private eyes	2
5597	Carman damages	2
5598	Tearaway curbed	2
5599	Four-letter children are forced off air	0
5600	Children's voice	2
5601	Paper girl attack	2
5602	Al Fayed episode	0
5603	Dumper chase	2
5604	Whodunnit solved	2
5605	Redwood divorce	2
5606	Fury as council tax soars, again	1
5607	Proposed increases 2004-05 - Council Tax	1
5608	Police budgets defy cap threats - Council tax	2
5609	Services cut everywhere, but rises still average three times inflation - Council tax	1
5610	Rises of three times inflation	1
5611	'An annual tax makes me confident	1
5612	Quick sale	2
5613	Internet fraud	2
5614	Judge shortage	2
5615	Metric martyrs	2
5616	Rosary bead clue to school drug dealers	2
5617	Shipman was cremated in secret	2
5618	Ritz ruling	2
5619	Taxman targets builders who never finish the job	1
5620	Dog's sandy deposit brings long arm of the law to owner	2
5621	Al-Qaeda linked with attempt to provoke civil war	0
5622	Carnage and terror as bombers wreak havoc on religious festival - Iraq	0
5623	Mars once flowed with liquid water	0
5624	Kerry clear to run for president	0
5625	Camp X-Ray Briton goes free, others out by Friday	0
5626	Portrait of a young universe	0
5627	The Burke and Hare of Beverly Hills	0
5628	EU divided over proposal for new anti-terror czar - Terrorism	0
5629	Joy and grief as victim's identity revealed - Terrorism	0
5630	The phone wizard no one suspected - Terrorism	0
5631	Bush chides Spain over pull-out - Terrorism	0
5632	Boy murdered	2
5633	Spanish film director criticises former Spanish Prime Minister - Terrorism	0
5634	Advisers work overtime to beat Budget	1
5635	The terrorist's weapon of mass destruction - War on terror	0
5636	Muslim leaders urge imams to keep watch for deadly fanatics - War on terror	0
5637	How surveillance ensnared enemy within - War on terror	0
5638	The truck bombers of suburbia	0
5639	Suing your son's team-mates after a sporting accident -is that really cricket Mr Graveney?	2
5640	Jail for 'bin Laden	2
5641	Chemical bomb 'targeted shopping centre	0
5642	Driver sentenced	2
5643	Judge rules that an Oxford Blue can be worn with pride by anyone	2
5644	Landlord jailed over two gas fire deaths	2
5645	Murder charge	2
5646	Award for assaulted 'Samaritan	2
5647	Judges court supreme splendour	2
5648	Vandals hit Eton	2
5649	Bluesnarfing puts mobile security at risk	0
5650	Kidnap arrest	2
5651	Murder of girl, 16	2
5652	Websites that impede disabled users face legal action	2
5653	Boys rescued	2
5654	Fans searched	2
5655	Blair gambles his career on Europe verdict	0
5656	Boy in rail arrest	2
5657	Hunt for missing Pounds 1 million stolen by secretary	2
5658	Judge throws out shaken baby case	2
5659	Turning point in infant death cases for courts	2
5660	Prisoner rethink	2
5661	Jail for man who stabbed intruder	2
5662	Detention death	2
5663	'They made it so easy they deserved it - frankly it would have been rude not to	2
5664	Super-rich bankers didn't miss their stolen millions	2
5665	Awayday smoke	0
5666	Reporter cleared	2
5667	White boy blue, he tried a rap, but PC crew said it was all...rubbish	2
5668	Fire role protest	2
5669	Raid pair freed	2
5670	Most businesses say 'no' to Europe constitution	0
5671	Enter Colonel Gaddafi -on the side of the angels?	0
5672	Dumfries victim	2
5673	Police keep their heads down in the run-up to power transfer - Iraq	2
5674	Dyke to tell of BBC's 'betrayal	0
5675	American civilian seen beheaded on terror website	0
5676	Victims to face large legal bills	2
5677	Murder charge	2
5678	Protest charge	2
5679	Palace visit	0
5680	Deadly threat	2
5681	Within minutes of the explosion the first of the rescuers were there, clawing away at the remains	2
5682	Out for a day	2
5683	Gandhi says 'No' to a billion people	0
5684	Internet devils smite virtual church	0
5685	Fireman's bungle	2
5686	Universe goes on	0
5687	Free man in jail	2
5688	Prisoner set free	2
5689	Parents offered kits to give children secret drug tests	2
5690	2004 Picture Editors' Awards	0
5691	Blair at odds with Bush over giving veto to Iraqis	0
5692	Animal activists could be barred near labs	2
5693	CPS to offer new route to becoming a judge	2
5694	Mother wins	2
5695	Prince Sultan bin Abdul Aziz - Correction	0
5696	Hopes for democracy as Iraqis chose their president	0
5697	Jury fired for being inattentive	2
5698	Accused judge retires	2
5699	Blaze charges	2
5700	Cruelty charges	2
5701	Abductor jailed	2
5702	Intruder assault nightmare still haunts nurse	2
5703	Barbecue charge	2
5704	Look carefully. You won't see this from Britain for another 243 years	0
5705	UN backs Iraq handover of power	0
5706	Pot plants and pastel at jail for women	2
5707	ITV wants end to BBC's 'aggressive schedules	0
5708	Governors 'should use independent tribunal	2
5709	Mayor sets out to silence New York's characterful cacophony	0
5710	Britain heads for veto row with Europe	0
5711	Policemen jailed	2
5712	Trafficker jailed	2
5713	Boy robber wins rights case ruling	2
5714	Guilty organist	2
5715	Crime figures for Scotland fall to record low...	2
5716	Soham police chief defies suspension	2
5717	The chief who flatly refuses to resign - Soham	2
5718	Cambridgeshire police wasted first days after girls vanished - Soham	2
5719	How many more sex attackers went undetected? - Soham	2
5720	Public sector history of inquiry chairman - Soham	2
5721	Huntley 'integrated' into prison routines - Soham	2
5722	Barclay brothers win race to buy Telegraph	0
5723	Kerry chooses former rival as running-mate	0
5724	Mystery victim	2
5725	Millions go wild	1
5726	Coventry confusion as capital rings changes	0
5727	Teletubbies on the block in BBC's Pounds 1bn sale	0
5728	Legal aid faces cuts to meet targets	2
5729	World opens its eyes to tragedy of Sudan	0
5730	Real-life killing that lacked fiction's mystery	2
5731	'I thought: I'm going to be shot	2
5732	A Pounds 50 flight to a Pounds 23m gems snatch	2
5733	Two London firefighters killed searching building for trapped residents	2
5734	Love-triangle murderer jailed for life	2
5735	Child wins Pounds 1.5m	2
5736	Tramp killed	2
5737	Grim childhood helped to create young murderer	2
5738	My son's killer was evil, a true bully	2
5739	Judge and jury	2
5740	Net search virus 'cost Pounds 46m	0
5741	Postman bailed	2
5742	Fatal attack	2
5743	Teen drug tests	2
5744	Body found	2
5745	Irish Worker Shot	2
5746	Obsessed fan faces jail after stalking violin star for decade	2
5747	Victims hunted by four degrees of danger	2
5748	Al-Qaeda computer whizzkid with a flawless English accent - Terror Alert	0
5749	'Years old' intelligence still shows new threat, say allies - Terror Alert	0
5750	When it comes to terror, Democrats prefer to change the subject - Terror Alert	0
5751	New breed of terrorist educated, organised and close to the West - Terror Alert	0
5752	Paperwork fear over stop power	2
5753	Barrymore writ	2
5754	Ofcom to legalise CB radio sermons	0
5755	Knifepoint rapist jailed for 15 years	2
5756	Storyline theft	2
5757	Howard reverts to hard line on crime	2
5758	Rapist serving life wins Pounds 7 million on lottery	2
5759	Internet sex case	2
5760	Phone mast veto	0
5761	Eight men in court: the charges	2
5762	Scots lawyer says Algerians were victims of witch-hunt	2
5763	Ex-miner charged	2
5764	PC's dog death	2
5765	Ministers escape Iraqi bomb attacks	0
5766	Eye in the sky	0
5767	Maxine Carr lookalike tormented	2
5768	Desperate refugees hide in 'jungle' outside Calais	0
5769	'Case grows' against Thatcher	2
5770	Thatcher stands Pounds 165,000 bail for son Mark	2
5771	Lord Black 'stole $400m	2
5772	Hostage fears after mass killing	0
5773	'President Obiang wants to see you.'There were no discussions, only orders	0
5774	Footballer arrests	2
5775	Polish night out for football drunks	0
5776	PC charged	2
5777	Body discovered	2
5778	Student still held	2
5779	Hunt for rapist	2
5780	'Batman' loses another child as partner moves out	2
5781	The Times up again	0
5782	Toni-Ann reward	2
5783	Shy boy hanged	2
5784	Traps go private	0
5785	Ulster police plan	2
5786	Stalking study	2
5787	Afghan claims he was lashed	0
5788	Drug runner	2
5789	Cycle violence	2
5790	School hate architect 'killed wife in row over daughter's private education	2
5791	Pilot charged	2
5792	Barroso calls for help to avert crisis at the heart of Europe	0
5793	Forced marriages	2
5794	Thatcher fights coup questions	0
5795	Film-maker is murdered for his art	2
5796	Maverick who spoke out	2
5797	Huge turnout puts Bush presidency on knife edge	0
5798	Heroin dealer, 12	2
5799	Duchess's garden of cannabis, cocaine and opium	2
5800	'Machinegun fire tracked along the wall. The girls died instantly	2
5801	Two jailed for honour killing	2
5802	Thai officer bailed	0
5803	When village life is vote, vote, vote	2
5804	Hostages freed after Afghan negotiators put their lives on line	0
5805	Sharp eyes of Laura Ashley captured massive fraud gang	2
5806	Release came hours after killer raids	0
5807	Bullet parts	2
5808	Libel action against The Daily Telegraph by George Galloway - Correction	0
5809	Amelie suspect	2
5810	The family torn apart by killers who arrived at dinner-time	2
5811	Husband's jail 'confession	2
5812	Cherie's jail call	2
5813	BBC looks North but 10,000 staff are left out in the cold	0
5814	Father goes free	2
5815	Sell-offs may not be enough for regulator	0
5816	Gazza frozen out	0
5817	Four legs bad, two legs arrested after the great escape	2
5818	The sun sets on Britain's old diplomatic empire	0
5819	Shotgun terror	2
5820	Iraqi wins court battle over death in British jail	2
